,Carbohydrate,Energy,Fat,Of which Saturates,Of which Sugars,Protein,Salt,product_name,Calcium,Fibre,Vitamin D,Vitamin B12,Riboflavin,Vitamin C,Thiamin,Of which Polyunsaturated,Sodium,Vitamin E,Iodine,Vitamin B6,Omega 3,Chloride,Vitamin A,Manganese,Vitamin K,Potassium,Iron,Zinc,Niacin,Folic Acid,Pantothenic Acid,Biotin,Magnesium,Selenium,Salt Equivalent,Copper,Polyunsaturates,Of which Polyols,Of which Trans,Of which Starch,Cholesterol
2630,88.6g,355kcal,0.0g,0.0g,61.4g,0.1g,0.23g,Rowntrees Fruit Pastilles,,0.0g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2631,76g,328kcal,"0,4g","0,0g",49g,"3,8g","0,56g",Panda 4 Liquorice Bars,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2632,98.1g,402kcal,1.0g,1.0g,95.6g,Trace,0.01g,Polo Original 4 Pack,,0.0g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2633,82g,340kcal,0.2g,<0.1g,59g,1.4g,0.06g,Candy Kittens Eton Mess,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2634,76g,324kcal,0.2g,0.2g,61g,3.1g,0.04g,The Natural Confectionery Co. jelly snakes,,0g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2635,83g,340kcal,0.1g,<0.1g,59g,0.8g,0.19g,Candy Kittens Wild Strawberry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2636,,,0.3Per 100g,,,,,Barratt Catherine wheels liquorice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2637,77g,342kcal,<0.5g,0.1g,47g,6.6g,0.03g,Haribo Starmix,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2638,80g,346kcal,<0.5g,0.1g,50g,6.6g,0.03g,Haribo Tangfastics,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2639,73g,325kcal,0.2g,0.2g,54g,7.4g,0.07g,Maynards midget gems,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2640,74.8g,453kcal,16.7g,12.0g,72.1g,0.8g,0.30g,Waitrose Clotted Cream Fudge,,<0.5g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2641,98.4g,235kcal,0.0g,0.0g,0.3g,0.0g,0.01g,Polo Sugar Free,,0.0g,,,,,,,,,,,,,,,,,,,,,,,,,,,,97.2g,,,
2642,,236kcal,,0g,0g,0g,"0,03g",Ricola lemonmint sugar free sweets,,,,,,48mg,,,,,,,,,,,,,,,,,,,,,,,,96g,,,
2643,93g,374kcal,<0.1,0g,73g,<0.1,<0.01,Trebor soft mints peppermint,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2644,81.8g,351kcal,<0.5g,0.0g,47.9g,5.9g,0.07g,Waitrose Fizzy Watermelon Slices,,0.0g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2645,81.1g,364kcal,2.5g,1.4g,46.7g,3.3g,0.05g,Waitrose Strawberry Flavour Laces,,1.9g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2646,97g,238kcal,,0g,0g,0g,0g,Ricola elderflower sugar free sweets,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97g,,,
2647,64.6g,470kcal,19.4g,1.6g,50.4g,7.3g,0.05g,No.1 Almond & Hazelnut Italian Nougat,,4.0g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2648,63.7g,153kcal,0g,0g,0g,0g,0g,Wrigley's Extra Spearmint,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.7g,,,
2649,95g,254kcal,1.1g,1.1g),0g),0g,0.34g,Smint sugar free mint,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2650,,235kcal,,0g,0g,0g,0g,Ricola Mountain Mint Sugar Free,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98g,,,
2651,84g,354kcal,0.2g,0g,62g,3.4g,0.07g,Swizzels Squashies Drumstick Rhubarb & Custard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2652,83.2g,367kcal,2.2g,1.2g,52.7g,2.7g,0.04g,Waitrose Fizzy Strawberry Flavour Lances,,1.7g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2653,60.8g,146kcal,0g,0g,0g,0g,0.06g,Wrigley's Extra White Bubblemint,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.8g,,,
2654,87.1g,353kcal,<0.5g,0.1g,75.3g,<0.5g,0.05g,Waitrose Rose & lemon Turkish Delight,,<0.5g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2655,80g,345kcal,<0.5g,0.1g,55g,6.3g,0.03g,Haribo Super Mix,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2656,76.6g,336kcal,1.7g,0.8g,43.9g,3.2g,0.05g,Henry Goode's Strawberry Liquorice,,1.3g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2657,93g,390kcal,1.9g,1.8g,69g,0g,0.1g,Mentos Mint Multipack,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2658,92.0g,369kcal,0.1g,Trace,72.6g,0.0g,Trace,Fox's Glacier Mints,,0.0g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2659,83g,341kcal,0.1g,<0.1g,59g,0.8g,0.17g,Candy Kittens Tropical Mango,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2660,78.0g,435kcal,11.1g,1.4g,63.0g,3.9g,0.07g,No.1 Mixed Berry Italian Nougat,,3.5g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2661,91.0g,365kcal,0.1g,Trace,70.8g,Trace,0.3g,Fox's Glacier Fruits,,0.0g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2662,84g,394kcal,6.4g,3.2g,60g,1.0g,0.02g,Haribo Maoam Stripes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2663,75.1g,331kcal,0.0g,0.0g,46.5g,7.7g,0.05g,Waitrose Jelly Cherries,,0.0g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2664,78g,331kcal,0.1g,0.1g,64g,2.8g,0.04g,The Natural Confectionery Co. Sour Squirms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2665,91g,371kcal,0g,0g,75g,0g,0.04g,The Jelly Bean Factory 36 Gourmet Flavours,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2666,76.4g,340kcal,<0.5g,0.0g,39.4g,8.4g,0.05g,Waitrose Gummy Mix,,0.0g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2667,84g,353kcal,0.2g,0g,63g,3.4g,0.07g,Swizzels Squashies Drumstick Original,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2668,86.2g,351kcal,0.1g,0.1g,58.7g,0.1g,0.44g,Rowntrees jelly tots,,0.1g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2669,77g,342kcal,<0.5g,0.1g,47g,6.6g,0.03g,Haribo Starmix,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2670,59.1g,142kcal,0g,0g,0g,0g,0g,Wrigley's Airwaves Menthol & Eucalyptus 6 Pack,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59.1g,,,
2671,78.8g,340kcal,Trace,Trace,56.0g,4.2g,0.29g,Rowntrees fruit pastilles,,3.9g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2672,75.3g,329kcal,<0.5g,0.0g,43.4g,6.7g,0.07g,Waitrose Alphabet Mix,,<0.5g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2673,76g,324kcal,0g,0g,62g,5.5g,0.3g,Dr.Oetker Heart Marshmallows,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2674,59.1g,142kcal,0g,0g,0g,0g,0g,Airwaves menthol & eucalyptus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59.1g,,,
2675,83g,400kcal,"6,8g","6,8g",54g,"0,8g","0,03g",Fruit-tella Juicy Chews,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2676,94g,240kcal,1.3g,1.2g),0g),0g,0g,Peppersmith Peppermint,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2677,78g,330kcal,<0.1,<0.1,74g,3.5g,0.02g,Maynards Bassetts Jelly Babies Chicks Sweets Bag,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2678,61.4g,147kcal,0g,0g,0g,0g,0.06g,Wrigley's extra white 46 pieces,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.4g,,,
2679,83.9g,405kcal,7.3g,4.1g,83.1g,0g,0.01g,Starburst original fruit chews,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2680,62.4g,536kcal,29.7g,17.7g,62.1g,4.3g,0.22g,Aero Peppermint,,0.7g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2681,82g,334kcal,<0.5g,0.1g,42g,<0.5g,<0.01g,Haribo Giant Strawbs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2682,76.9g,342kcal,<0.5g,0.1g,43.7g,7.9g,0.06g,Waitrose Teeth & Lips,,0.5g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2683,98g,395kcal,<0.1g,0g,94g,0.3g,<0.01g,Trebor extra strong mints,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2684,98.1g,402kcal,1.0g,1.0g,95.6g,Trace,0.01g,Polo mints,,0.0g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2685,90.8g,404kcal,4.2g,2.3g,89.9g,0g,0.02g,Skittles fruits,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2686,74g,363kcal,6.7g,3.8g,64g,1.2g,0.36g,Fry's Turkish Delight,,1.2g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2687,77g,342kcal,<0.5g,0.1g,47g,6.6g,0.03g,Haribo starmix,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2688,45.7g,548kcal,33.2g,6.6g,38.0g,14.1g,0g,Cypressa Sesame Halva,,5.3g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2689,98g,387kcal,0g,0g,0g,0g,0g,Chupa Chups Sugar Free Lollipop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2690,68.1g,465kcal,18.7g,11.3g,60.5g,4.6g,0.76g,Fabulous Sea-Salted FudgeeBites,,3.1g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2691,83g,341kcal,0.1g,<0.1g,59g,0.8g,0.17g,Candy Kittens Tropical Mango,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2692,71.7g,436kcal,13.2g,4.9g,58.9g,5.4g,0.04g,No.1 Dark Chocolate & Hazelnut Nougat,,4.4g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2693,89.3g,383kcal,1.0g,0.6g,88.7g,Trace,2.63g,Refreshers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2694,82g,340kcal,0.2g,<0.1g,59g,1.4g,0.06g,Candy Kittens Eton Mess,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2695,92g,388kcal,1.9g,1.7g,69g,0g,0.1g,Mentos Fruit Multipack,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2696,76g,329kcal,0.2g,0.2g,57g,4.8g,0.03g,Maynards wine gums,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2697,35.2g,587kcal,43.7g,20.7g,34.5g,8.6g,0.27g,No.1 Dark Chocolate with Orange & Almond,,9.2g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2698,35.2g,611kcal,46.9g,25.2g,30.9g,9.9g,0.50g,"No.1 Milk Chocolate with Hazelnut, Cashew & Pistachio",,4.2g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2699,39.9g,603kcal,44.9g,27.3g,34.5g,8.1g,0.56g,No.1 Milk Chocolate with Feuilletine & Salt,,3.7g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2700,26.5g,605kcal,48.5g,29.3g,19.4g,9.5g,<0.01g,No.1 Peru Dark Chocolate 80%,,12.2g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2701,45.4g,540kcal,35.3g,21.3g,41.7g,6.1g,0.06g,No.1 Dark Chocolate with Spiced Orange,,8.2g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2702,40.3g,562kcal,38.6g,23.3g,32.8g,8.2g,0.0g,No.1 Dominican Republic Dark Chocolate 65%,,10.4g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2703,33.8g,613kcal,47.9g,30.8g,32.1g,8.7g,0.20g,No.1 Milk Chocolate with Coconut & Lime,,6.0g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2704,44.6g,499kcal,31.8g,19.3g,35.7g,5.4g,0.25g,No.1 The Contemporary Edition,,6.5g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2705,39.0g,618kcal,47.0g,28.5g,34.7g,8.0g,0.17g,No.1 Dominican Republic Milk Chocolate 49%,,3.4g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2706,26.5g,605kcal,48.5g,29.3g,19.4g,9.5g,<0.01g,No.1 Dark Chocolate 80%,,12.2g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2707,39.0g,577kcal,42.2g,24.5g,28.8g,8.0g,0.11g,No.1 Designer Chocolate Collection,,4.8g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2708,43.6g,538kcal,36.3g,21.7g,34.6g,6.7g,0.05g,No.1 Champagne Truffles,,4.8g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2709,39.8g,564kcal,40.7g,24.2g,28.7g,6.9g,0.03g,No.1 Dark Chocolate Truffles,,5.5g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2710,40.3g,562kcal,38.6g,23.3g,32.8g,8.2g,0.0g,No.1 Dominican Republic Dark Chocolate 65%,,10.4g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711,56.2g,531kcal,31.4g,19.2g,53.2g,5.6g,0.33g,No.1 Salted Caramel Truffles,,0.6g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2712,33.8g,613kcal,47.9g,30.8g,32.1g,8.7g,0.20g,No.1 Milk Chocolate with Coconut & Lime,,6.0g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2713,68.6g,443kcal,13.7g,6.2g,1.3g,10.0g,0.84g,Essential Cream Crackers,,2.9g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2714,75.5g,415kcal,7.2g,3.0g,,10.2g,1.13g,Essential High Bake Water Biscuits,,4.2g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2715,54.6g,523kcal,30.2g,13.9g,6.6g,7.0g,2.4g,Tuc Original Crackers,,2.7g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2716,67.5g,465kcal,16.6g,7.5g,1.4g,9.2g,1.4g,Jacob's Savours Salt & Cracked Black Pepper Bakes,,4.0g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2717,67.7g,440kcal,13.5g,6.2g,1.4g,10.0g,1.3g,Jacob's Cream Crackers,,3.8g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2718,74.7g,417kcal,7.7g,3.3g,1.6g,10.1g,1.5g,Carr's Table Water Biscuits,,4.2g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2719,57.1g,526kcal,29.3g,15.4g,9.9g,8.0g,1.4g,Tuc Cheese Sandwich,,1.0g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2720,61.4g,463kcal,18.3g,6.1g,1.6g,9.3g,1.7g,Jacob's cream crackers high fibre,,7.4g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2721,67.7g,440kcal,13.5g,6.2g,1.4g,10.0g,1.3g,Jacob's cream crackers,,3.8g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2722,63.2g,483kcal,21.2g,15.5g,4.0g,8.6g,1.8g,Jacob's Savours Sour Cream & Chive Thins,,2.4g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2723,47.0g,525kcal,31.8g,15.7g,5.3g,10.8g,1.6g,Jacob's Cheddars Cheese Biscuits,,2.9g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2724,43.6g,550kcal,34.8g,21.0g,0.2g,14.5g,1.90g,Waitrose all butter Gouda ovals,,2.4g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2725,59.6g,493kcal,22.9g,16.2g,8.0g,10.8g,2.2g,Carr's Cheese Melts,,2.5g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2726,62g,490kcal,23g,2.6g,8.3g,7.2g,1.30g,Ritz Crackers,,2.2g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2727,58.5g,477kcal,21.2g,8.5g,2.2g,10.8g,1.01g,Essential Poppy & Sesame Seed Thins,,4.5g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2728,56.7g,527kcal,28.8g,13.8g,1.0g,8.9g,0.83g,Jacob's Cornish wafers,,3.0g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2729,73g,390kcal,8.2g,2.5g,1.7g,10.9g,2.30g,Crosta & Mollica Torinesi Breadsticks Parmesan Poppy Seed,,2.6g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2730,73.9g,412kcal,7.6g,3.3g,1.6g,10.0g,1.5g,Carr's table water biscuits,,4.2g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2731,66.2g,433kcal,13.8g,7.7g,2.2g,9.2g,1.2g,Fortt's Bath Oliver Biscuits,,3.7g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2732,48.5g,537kcal,32.2g,15.6g,3.3g,12.5g,1.50g,Essential Cheese Thins,,1.9g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2733,63.3g,476kcal,19.6g,14.0g,3.9g,10.7g,1.3g,Jacob's Savours Cheese Thins,,1.9g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2734,63.7g,455kcal,17.2g,9.0g,7.6g,9.1g,1.8g,Carr's Biscuit Selection Box,,4.8g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2735,58.0g,476kcal,21.7g,15.1g,6.9g,9.6g,2.5g,Carr's melts,,5.2g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2736,65.0g,485kcal,18.7g,9.6g,2.3g,10.3g,1.7g,Jacobs Krackawheat Crackers,,7.2g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2737,67.7g,440kcal,13.5g,6.2g,1.4g,10.0g,1.3g,Jacob's cream crackers original snack packs,,3.8g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2738,87g,421kcal,4.8g,1.2g,3.1g,7.0g,1.3g,Snack Organisation Presents Teriyaki Rice Crackers,,1.0g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2739,37.1g,564kcal,38.8g,21.1g,0.8g,15.4g,1.81g,No.1 Gouda & Black Pepper Thins,,2.6g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2740,64.2g,488kcal,21.7g,15.6g,10.3g,7.9g,2.0g,Jacob's Savours Sweet Chilli Thins,,2.2g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2741,57.5g,483kcal,22.4g,13.2g,2.0g,10.8g,2.05g,Waitrose Oat and Chive Biscuits for Cheese,,4.1g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2742,58.4g,447kcal,17.9g,8.1g,6.1g,10.2g,2.5g,Hovis crackers,,6.1g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743,66g,443kcal,15g,"8,8g","2,3g",10g,"2,2g",Bauli Doriano Crackers Sea Salt,,"3,4g",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2744,63.0g,477kcal,20.2g,9.4g,6.1g,9.0g,1.4g,Jacob's Crackers Biscuits for Cheese,,3.7g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2745,68.9g,427kcal,10.4g,4.6g,1.6g,12.3g,1.4g,Jacobs Ciabatta Crackers,,4.3g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2746,63.9g,429kcal,14.2g,7.4g,6.3g,8.8g,1.8g,Jacob's choice grain crackers,,5.5g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2747,74.7g,417kcal,7.6g,3.3g,1.6g,10.1g,1.5g,Carr's table water biscuits with cracked black pepper,,4.2g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2748,58.6g,500kcal,23.8g,15.3g,12.3g,10.4g,1.80g,Waitrose Malted Wheat Biscuits for Cheese,,4.9g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2749,57.3g,482kcal,22.0g,14.3g,2.7g,11.0g,1.75g,Waitrose seeded wheat biscuits for cheese,,5.5g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2750,78.5g,1642kJ,1.6g,0.23g,0.6g,13.2g,0.4g,Rude Health Chickpea & Lentil Crackers,,3g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751,68.6g,424kcal,10.1g,4.5g,2.5g,12.3g,1.6g,Jacobs Ciabatta Sundried Tomato & Basil Crackers,,4.5g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2752,"62,6g",-518kcal,"26,0g","4,1g","14,5g","6,7g","0,3g",IRosales Original Olive Oil Tortas,,"3,4g",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2753,64.0g,461kcal,17.0g,11.0g,5.4g,11.0g,3.0g,Mrs Crimble's cheese crackers,,4.0g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2754,79.3g,466kcal,10.7g,3.0g,30.4g,10.2g,1.7g,Miller's Toast Cranberry & Raisin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2755,58g,498kcal,25g,16g,33g,7.2g,0.53g,Bahlsen Choco Leibniz Dark,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2756,61g,505kcal,25g,16g,41g,7.5g,0.64g,Bahlsen Choco Leibniz Milk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2757,63.6g,483kcal,21.3g,10.1g,15.1g,7.0g,1.3g,McVitie's Digestive Biscuits,,3.7g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2758,59.1g,525kcal,29.2g,18.4g,14.9g,5.6g,0.57g,Waitrose shortbread fingers,,1.9g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2759,63.6g,483kcal,21.3g,10.1g,15.1g,7.0g,1.3g,McVitie's Digestive Biscuits,,3.7g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2760,65.9g,487kcal,21.4g,12.1g,25.2g,6.3g,0.22g,Essential Bourbon Creams,,2.8g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2761,68.0g,497kcal,22.2g,12.1g,30.4g,5.6g,0.39g,Essential Custard Creams,,1.5g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2762,74.6g,456kcal,14.6g,6.8g,25.6g,5.7g,0.93g,Essential Ginger Nuts,,1.9g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2763,62.5g,496kcal,23.6g,12.4g,28.5g,6.7g,0.94g,McVitie's Digestives Milk Chocolate,,3.0g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2764,61.1g,496kcal,24.3g,12.9g,26.6g,6.0g,0.83g,McVitie's Digestives Dark Chocolate,,4.3g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2765,70.3g,378kcal,8.1g,4.1g,50.4g,4.9g,0.28g,McVitie's Jaffa Cakes Pineapple,,2.0g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2766,65.2g,485kcal,21.2g,10.2g,17.1g,7.1g,0.63g,Essential Malted Milk Biscuits,,2.5g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2767,71.1g,460kcal,15.7g,1.5g,18.5g,7.2g,0.81g,McVitie's rich tea biscuits,,3.0g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2768,71.3g,461kcal,16.5g,7.8g,28.9g,5.8g,0.94g,McVitie's Ginger Nuts,,2.3g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2769,71.1g,460kcal,15.7g,1.5g,18.5g,7.2g,0.81g,McVitie's rich tea biscuits,,3.0g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2770,61.1g,496kcal,24.3g,12.9g,26.6g,6.0g,0.83g,McVitie's Digestives Dark Chocolate,,4.3g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2771,59.1g,525kcal,29.2g,18.4g,14.9g,5.6g,0.57g,Waitrose shortbread fingers,,1.9g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2772,62.9g,499kcal,23.8g,12.2g,26.7g,6.4g,0.75g,Essential Plain Chocolate Digestive Biscuits,,3.8g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2773,60g,500kcal,25g,16g,38g,7.5g,0.62g,Bahlsen Choco Leibniz Orange,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2774,62.5g,496kcal,23.6g,12.4g,28.5g,6.7g,0.94g,McVitie's Digestives Milk Chocolate,,3.0g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2775,74.2g,457kcal,14.1g,6.5g,18.9g,7.3g,0.87g,Essential Rich Tea Finger Biscuits,,2.0g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2776,64.9g,479kcal,20.1g,9.4g,18.9g,8.0g,1.1g,Hovis digestive biscuits,,3.0g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2777,63.3g,498kcal,23.7g,12.1g,28.3g,6.5g,1.00g,Essential Milk Chocolate Digestive Biscuits,,2.9g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2778,67.6g,378kcal,9.2g,4.2g,36.9g,4.6g,0.31g,Essential Garibaldi Biscuits,,3.3g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2779,61.8g,472kcal,20.2g,8.8g,22.9g,7.4g,0.82g,McVitie's Hob-Nobs Biscuits,,6.5g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2780,60.1g,529kcal,29.5g,18.1g,20.2g,5.0g,0.84g,Waitrose Free From Butter Shortbread,,1.5g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2781,61.1g,496kcal,24.3g,12.9g,26.6g,6.0g,0.83g,McVitie's Digestives Dark Chocolate,,4.3g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2782,71.7g,383kcal,8.6g,3.8g,34.8g,3.4g,0.6g,McVitie's fig rolls,,3.0g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2783,56.4g,530kcal,29.8g,17.5g,41.4g,6.4g,0.24g,Waitrose 8 Dark Chocolate Ginger Biscuits,,5.1g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2784,8.2g,62kcal,2.8g,1.0g,2.6g,0.8g,0.13g,Simmers Abernethy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
